id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34497518,C32 · Cosy Getaway in the Historical Center of Mal,5890675,La Recepción,,Centro,36.723095,-4.423987,Entire home/apt,96,1,85,2024-04-29,1.36,64,320,34,VFT/MA/12087
34499566,Amazing views from the sunny terrace by the center,260387261,Carmen,,Centro,36.72863,-4.4138,Entire home/apt,100,4,101,2024-06-16,1.63,1,227,28,CTC-2018013494
34515076,Studio Arts Malaga-Soho,4699203,Anthony,,Centro,36.71669,-4.42507,Entire home/apt,,3,3,2021-08-24,0.05,1,0,0,VFT/MA/27582
34571853,Apartamento en Málaga,76605929,Cristina,,Teatinos-Universidad,36.71877,-4.46188,Entire home/apt,65,5,6,2022-08-23,0.10,1,45,0,201999901672287
34592596,"Playa 45, first line beach house in El Palo Málaga",260987215,Jeroen,,Este,36.71925,-4.36267,Entire home/apt,257,3,5,2024-05-06,0.08,1,44,2,CTC-2019083900
34598007,Casa López- Luxurious seasite beach house Malaga,261025803,Simon,,Este,36.72185,-4.37651,Entire home/apt,604,3,32,2024-06-02,0.54,2,101,6,CTC-2019069234
34612889,Habitación privada en Plaza de la Merced,252959314,Malaga,,Centro,36.72265,-4.4166,Private room,,1,166,2024-06-14,2.66,41,0,49,VFT/MA/30736
34616656,Piso amplio en excelente ubicación,252959314,Malaga,,Centro,36.72456,-4.41587,Entire home/apt,388,1,66,2024-05-26,1.13,41,31,15,VFT/MA/30736
34624419,COSY Studio+Netflix+SilentAirConditioning+24hEntry,256088965,Ana & Lucas,,Centro,36.73325,-4.42021,Entire home/apt,72,4,130,2024-06-24,2.09,6,301,35,CTC-2019-061721
34631886,"Premium Apt, Private roof terrace, Centro Málaga",261278397,Sophie & Janne,,Centro,36.72993,-4.42471,Entire home/apt,207,3,123,2024-05-27,1.99,1,133,27,VFT/MA/28157
34633890,Pedregalejo Apartament,138864019,Alberto,,Este,36.72253,-4.37784,Entire home/apt,114,2,122,2024-06-15,1.96,29,278,31,A/MA/01611
34645411,PISO EN ZONA RESIDENCIAL CON PISCINA Y WIFI.,226017020,Nani,,Teatinos-Universidad,36.72118,-4.47715,Entire home/apt,151,5,15,2023-08-17,0.25,2,11,3,VFT/MA/28220
34646755,Stylish Apartment in the heart of Málaga with Pool,17556274,Fernando,,Centro,36.72514,-4.41909,Entire home/apt,366,3,164,2024-06-09,2.66,5,174,35,VFT/MA/30295
34646927,Casa 19,261380980,Jesus,,Centro,36.729149,-4.411386,Entire home/apt,101,4,85,2024-06-25,1.38,1,60,32,CTC2019076641
34650010,La otra Casa: comodidad y espacio,152346751,Francisco Lope,,Cruz De Humilladero,36.70854,-4.44309,Entire home/apt,71,1,35,2023-08-14,0.56,2,22,5,VFT/MA/29300
34660238,Luxery Penthouse El Carmen - with private rooftop,261358811,Peter,,Centro,36.71414,-4.42894,Entire home/apt,149,3,91,2024-05-19,1.50,1,140,5,CTC-2019056161
34660255,Holidays2Malaga Deluxe Constitucion Home,115528688,Javier,,Centro,36.7206,-4.42209,Entire home/apt,175,1,24,2024-03-01,0.41,97,12,7,VFT/MA/06296
34699943,Apartamento ideal para 4 personas en Málaga Centro,261499325,Tandem,,Centro,36.71303,-4.42217,Entire home/apt,197,1,7,2024-06-01,0.36,1,149,3,A/MA/01489
34732372,Apartamento en el centro de Málaga.,261955071,Yolanda,,Centro,36.72912,-4.42023,Entire home/apt,123,1,198,2024-05-12,3.31,1,86,69,VFT/MA/32157
34741543,Shiny Per Super Family apartment,244482777,Karim,,Centro,36.72915,-4.42402,Entire home/apt,100,2,28,2024-06-08,0.45,6,215,8,VFT/MA/15598
34744563,Unique apartment in Málaga city center with pool,5466007,Carlos,,Centro,36.72552,-4.4207,Entire home/apt,302,3,64,2024-06-09,1.03,1,241,11,VFT/MA/30327
34774740,AB9 CENTRO APART SUPERIOR,200181248,Maria José,,Bailen-Miraflores,36.72956,-4.43588,Entire home/apt,441,1,11,2022-07-29,0.18,11,365,0,VFT/MA/ 32264
34775472,Alameda Principal Apartment 2,120568489,Blanca,,Centro,36.71806,-4.42172,Entire home/apt,241,1,176,2024-06-12,2.94,4,63,32,CTC-2019012302
34796073,Alonso de Palencia City Center Apartment,23338139,Syk Homes,,Cruz De Humilladero,36.72127,-4.43278,Entire home/apt,151,3,80,2024-06-23,1.35,2,299,19,VFT/MA/09944
34797066,Casa Rural Castillo,262364017,Lagar Martinez,,Este,36.83071,-4.31951,Entire home/apt,202,2,4,2023-05-15,0.07,5,272,0,CR/MA/00392
34805088,Alameda Principal Apartment 1,120568489,Blanca,,Centro,36.71832,-4.42347,Entire home/apt,166,1,71,2024-06-16,1.18,4,62,24,CTC-2019012299
34806973,Casa Rural El Aposento del Complejo Lagar Martínez,262364017,Lagar Martinez,,Este,36.8186,-4.30081,Entire home/apt,145,2,0,,,5,272,0,CR/MA/00283-84
34807416,Casa Rural El Establo del Complejo Lagar Martínez,262364017,Lagar Martinez,,Este,36.81794,-4.30063,Entire home/apt,242,2,2,2019-08-13,0.03,5,272,0,CR/MA/00283-84
34807725,Casa Rural El Granero del Complejo Lagar Martínez,262364017,Lagar Martinez,,Este,36.81842,-4.30062,Entire home/apt,145,2,0,,,5,272,0,CR/MA/00283-84
34807992,Casa Rural El Pajar del Complejo Lagar Martínez,262364017,Lagar Martinez,,Este,36.81778,-4.30084,Entire home/apt,145,2,0,,,5,272,0,CR/MA/00283-84
34811272,"Céntrico apartamento nuevo, zona Corte Inglés",145773725,Francisco Javier,,Centro,36.72049,-4.43222,Entire home/apt,85,3,10,2023-11-20,0.17,2,175,1,VFT/MA/27830
34815543,Cozy & beautiful apartment in the center of Málaga,85287934,Marco,,Centro,36.72579,-4.41516,Entire home/apt,83,4,21,2023-02-27,0.34,1,257,0,CTC-2019087331
34833784,Premium apartment with balcony Plaza de la Merced,201136453,Kety,,Centro,36.72257,-4.41726,Entire home/apt,,3,262,2024-06-27,4.21,4,21,60,VFT/MA/24337
34839485,La Morada de Sebas -- Loft Perla,154535771,Francisco,,Puerto de la Torre,36.74204,-4.47581,Private room,140,2,16,2024-06-24,0.26,2,123,2,VFT/MA/18726
34851809,Cómico Riquelme 23,13674439,Jorge,,Carretera de Cadiz,36.70695,-4.43357,Entire home/apt,128,1,63,2024-05-07,1.76,1,33,36,CTC-2018186325
34860908,La Luz de teatinos,46165944,Agustin,,Teatinos-Universidad,36.71891,-4.48012,Entire home/apt,85,5,8,2023-07-31,0.13,1,67,2,Exempt
34886755,Estudio Chic Mármoles,164995998,Paloma,,Centro,36.72171,-4.4286,Entire home/apt,88,2,397,2024-06-15,7.00,2,92,73,VFT/MA/16895
34888673,Peña City Center Apartment,23338139,Syk Homes,,Centro,36.72514,-4.41942,Entire home/apt,148,3,63,2024-06-15,1.33,2,291,20,VFT/MA/72763
34890371,MALAGA URBAN CENTER,244492011,Sunset Málaga Apartments,,Bailen-Miraflores,36.72202682495117,-4.432768821716309,Entire home/apt,106,4,11,2024-02-27,0.20,51,138,3,VFT/MA/31411
34902459,Downtown Malaga,210878122,David,,Bailen-Miraflores,36.72475,-4.43282,Entire home/apt,137,4,86,2024-06-05,1.44,2,44,18,CTC-2018145991
34925381,MALAGA CENTER EXPERIENCE-PREMIUM APARTMENT-Parking,244492011,Sunset Málaga Apartments,,Centro,36.71530532836914,-4.424760818481445,Entire home/apt,187,4,33,2024-06-12,0.54,51,63,16,VFT/MA/25365
34929888,Dreamy room with balcony - 200 m from city centre,42508299,Iris,,Centro,36.7184,-4.42915,Private room,47,3,106,2024-06-25,1.75,4,28,27,2018219235
34953840,Solaga - Teresa,126429738,Steffen,,Centro,36.71911,-4.42043,Entire home/apt,171,1,6,2024-02-22,0.20,64,274,1,VFT/MA/24086
34955400,Solaga - Christina,126429738,Steffen,,Centro,36.72514,-4.41698,Entire home/apt,268,1,16,2024-05-18,0.34,64,207,6,VFT/MA/27140
34956903,Bedroom near city center,11499368,Lorena,,Centro,36.72813,-4.41512,Private room,47,4,2,2019-08-21,0.03,1,324,0,VFT/MA/33951
34960614,Penthouse with terrace in historic center,7082899,MimoRooms,,Centro,36.72342,-4.42503,Entire home/apt,80,2,213,2024-06-22,3.44,17,46,47,VFT/MA/16912
34964501,CENTRAL STATION - City Center & Free Parking,244492011,Sunset Málaga Apartments,,Cruz De Humilladero,36.71455001831055,-4.431423187255859,Entire home/apt,139,4,8,2024-01-29,0.29,51,113,3,VFT/MA/01034
34965396,LA SERNA PREMIUM CENTER - Free Parking,244492011,Sunset Málaga Apartments,,Centro,36.71427536010742,-4.430066108703613,Entire home/apt,172,4,22,2023-09-25,0.37,51,91,2,VFT/MA/15285
34967028,Stunning Historic Center+Balcony+Pool+Free Parking,263453135,Asa & Patrik,,Centro,36.72581,-4.41429,Entire home/apt,213,3,44,2023-09-10,0.71,1,62,5,VFT/MA/17935
34968401,Teatro Suites Málaga Center ( PATIO),197972732,Teatro Suites,,Centro,36.72374,-4.41876,Entire home/apt,138,2,43,2023-11-27,0.69,12,112,1,VUT/MA/32293
34972060,Apartamento Málaga City Center.,263487786,Andres,,Cruz De Humilladero,36.71386,-4.43558,Entire home/apt,413,4,42,2024-02-19,0.69,2,339,6,CTC 2018 145781
34977061,Sunny Apartament & terrace in Málaga's center.,263510541,Andrea,,Bailen-Miraflores,36.7237,-4.43572,Entire home/apt,90,4,113,2024-06-26,1.82,1,61,45,CTC2018171531
34989427,Beautiful design apartment 4pax Trinidad Grund C,94736627,Rocío,,Centro,36.71636,-4.42307,Entire home/apt,176,1,12,2024-06-06,0.22,42,48,6,VUT/MA/15451
34990628,Mitjana by ELE Apartments,89812313,Ele,,Centro,36.72196,-4.42054,Entire home/apt,151,2,13,2024-04-30,0.22,75,337,2,VFT/MA/32676
35003108,MalagaSuite Malagueta Impressive Views,45749342,Malagasuite Showroom,,Centro,36.71855,-4.41217,Entire home/apt,235,1,38,2024-03-02,0.63,34,206,4,VFT/MA/32824
35030090,PISO PLENO CENTRO MÁLAGA CERCANO A PLAYA CON A.A.,19452509,Dolores,,Centro,36.72355,-4.41877,Entire home/apt,158,5,18,2023-08-20,0.30,3,55,3,Exempt
35054897,AB8 CENTRO NICOLAS MATERNO INFANTIL,200181248,Maria José,,Bailen-Miraflores,36.72973,-4.4359,Entire home/apt,168,1,4,2019-08-18,0.06,11,365,0,VFT/MA/ 32264
35062479,Holidays by the sea Apartment,126122789,Adrian,,Este,36.72229,-4.37549,Entire home/apt,414,2,7,2022-06-07,0.11,4,19,0,CTC-2019081100
35064031,Casa Carmen 20 cerca de la playa,41472083,Antonio,,Carretera de Cadiz,36.69499,-4.45039,Entire home/apt,165,3,27,2024-05-27,0.45,1,97,4,VFT/MA/27876
35115673,Dream by the sea Loft,126122789,Adrian,,Este,36.72188,-4.37605,Entire home/apt,347,2,16,2023-06-02,0.26,4,47,0,CTC-2019085250
35120288,Andalusian style Luxury Villa.,16656041,Robert,,Este,36.72733,-4.32987,Entire home/apt,,5,6,2022-08-21,0.10,5,351,0,CTC-2019077386
35124086,iloftmalaga Victoria 43,80225433,I Loft Malaga,,Centro,36.72606,-4.41465,Entire home/apt,142,1,7,2024-01-31,0.11,194,270,1,CTC-2019048557
35124087,iloftmalaga Ático Plaza de las Flores,80225433,I Loft Malaga,,Centro,36.72099,-4.422,Entire home/apt,220,1,74,2024-05-26,1.20,194,46,19,VFT/MA/24521
35140708,Luxurious house in Malaga 8 people,261025803,Simon,,Este,36.71964,-4.36728,Entire home/apt,,3,15,2023-07-20,0.32,2,0,2,CTC-2019069234
35159456,"Malaga ideal familias y amigos, lujo playa centro",264789552,Jaime,,Centro,36.72028,-4.40691,Entire home/apt,314,3,78,2024-06-27,1.30,1,267,20,VFT/MA/31489
35170845,Habitación Literas,264676340,Carolina,,Centro,36.71972,-4.42477,Private room,,1,17,2024-05-15,0.32,5,259,2,B93123115
35170848,Habitación Doble con baño,264676340,Carolina,,Centro,36.72104,-4.42486,Private room,94,1,232,2024-06-03,6.20,5,274,30,B93123115
35170850,Habitación Doble Superior,264676340,Carolina,,Centro,36.71966,-4.42362,Private room,,1,79,2024-06-14,1.68,5,278,20,B93123115
35170855,Habitación Triple Superior,264676340,Carolina,,Centro,36.72189,-4.4248,Private room,107,1,42,2024-04-24,0.88,5,249,8,B93123115
35170862,Habitación Doble Individual 2 camas,264676340,Carolina,,Centro,36.72121,-4.42433,Private room,98,1,85,2024-06-02,2.29,5,264,17,B93123115
35176822,Mini Estudio en Plaza de la Constitución,264904966,Ana,,Centro,36.72054,-4.42263,Entire home/apt,96,2,267,2024-06-12,4.35,3,215,67,VFT/MA/17506
35178417,Acogedora habitación individual,243540079,Elizabeth,,Centro,36.73451,-4.42244,Private room,39,2,53,2024-06-29,0.89,6,49,18,Exempt
35199605,4 bedroom stunning apartment in Málaga,154045024,Novasol,,Este,36.72213,-4.37474,Entire home/apt,476,1,11,2024-05-19,0.20,1,86,3,VFT/MA/24250
35210786,Spacious Apartment at the heart of Málaga(Wifi/AC),163417245,David,,Centro,36.72297,-4.41934,Entire home/apt,156,2,121,2024-06-16,1.99,4,217,33,CTC2019-113175
35231557,Blonski-Blue Sky,85368613,Monika,,Churriana,36.66451,-4.46316,Private room,58,1,216,2024-06-14,3.53,4,54,19,CTC-2019084631
35296287,Soho10_Duquesa,108414989,Elena,,Centro,36.7138,-4.42429,Entire home/apt,293,4,6,2021-08-22,0.10,3,36,0,VFT/MA/17915
35299869,Best Location +Balcony- Old Town,11778619,Arantxa,,Centro,36.72343,-4.41935,Entire home/apt,87,5,113,2024-06-02,1.84,14,210,24,VFT/MA26904
35312627,Atico Con Terraza En El Centro De Malaga,244495495,Busali,,Centro,36.71495,-4.42813,Entire home/apt,131,2,81,2024-05-15,1.32,7,58,21,VFT/MA/25390
35339183,Hola Málaga Centro Histórico,171754434,Fran,,Centro,36.72153,-4.4196,Entire home/apt,185,2,43,2024-04-18,0.70,7,64,2,VFT/MA/33493
35340085,Casa rural cupiana piscina privada malaga,266061290,Jose,,Campanillas,36.7302,-4.54892,Entire home/apt,304,5,0,,,1,239,0,CR/MA/01798
35340447,Playa y cultura juntos,202701341,Caldruiz,,Carretera de Cadiz,36.69856,-4.43693,Entire home/apt,125,3,96,2024-06-22,1.59,2,96,29,VFT/MA/31541
35343831,Lovely Home F. Pacheco,267860895,Lovely Home,,Carretera de Cadiz,36.69237,-4.44865,Entire home/apt,183,1,4,2024-05-07,0.27,4,317,2,VFT/MA/32076
35346699,Y hasta! With private bathroom Plaza de Bailén,210878122,David,,Centro,36.72738,-4.42914,Private room,70,2,8,2024-01-05,0.13,2,7,1,CTC-2018145991
35381834,Malagueta Relax Apart,122192933,Marian,,Centro,36.71997,-4.40832,Entire home/apt,136,6,29,2024-06-20,0.49,1,318,16,VFT/MA/32898
35393517,Playa + Centro.,4655095,Macarena,,Carretera de Cadiz,36.70473,-4.43528,Private room,38,1,197,2024-06-14,3.23,4,62,89,VFT/MA/33035
35418479,Malaga Luxury City Center. Parking,8544512,Malaga Center Flat,,Centro,36.71816,-4.42452,Entire home/apt,167,1,19,2024-04-11,0.32,73,281,4,VFT/MA/32302
35425089,A 15 minutos del centro Our Place in Málaga,266607765,Elena,,Bailen-Miraflores,36.72241,-4.43474,Entire home/apt,93,1,37,2024-06-18,0.61,1,209,5,VFT/MA/22237
35487987,Discover Art & Design in a Historic Apartment.,156403114,Begoña,,Centro,36.72313690185547,-4.41829776763916,Entire home/apt,135,4,38,2024-06-27,0.63,2,37,12,RTA: A/MA/01571
35530946,Playa Malagueta 2 dormitorios y gran terraza,267315502,Jorge Brioso E Hijos C.B,,Centro,36.72066,-4.41117,Entire home/apt,200,1,43,2024-06-21,0.71,4,23,5,CTC-2019084604
35538349,Apartamento turístico Málaga 2,242109296,Francisco,,Este,36.72295,-4.35982,Entire home/apt,67,2,35,2024-06-15,0.57,2,42,1,CTC-2018211800
35540748,Epidemia & quite bedrooms by ELE Apartments,89812313,Ele,,Centro,36.7291,-4.41521,Entire home/apt,176,2,5,2024-01-03,0.08,75,325,1,VFT/MA/32421
35568720,City & Beach : Casa Santi (6),24258150,Francine,,Este,36.7191,-4.35475,Entire home/apt,254,5,3,2020-08-10,0.05,2,19,0,CTC-2019077941
35581879,Ideal apartamento en el Barrio de las Delicias,178441175,Pablo,,Carretera de Cadiz,36.69824,-4.44488,Entire home/apt,165,1,35,2023-08-25,0.57,12,23,6,CTC-2019051954
35588787,Piso Málaga 5-7 pax Piscina y parking,247446085,Juan,,Teatinos-Universidad,36.72183,-4.48457,Entire home/apt,144,3,10,2023-08-15,0.17,1,42,2,VFT/MA/0012
35637047,FANY,268097476,Lola,,Cruz De Humilladero,36.71482,-4.43643,Private room,27,1,646,2024-06-12,10.52,3,256,127,CTC-2019110241
35678877,Malaga Ensuite with Terrace City Centre,91649714,David,,Centro,36.72265,-4.4242,Entire home/apt,70,1,71,2024-06-12,1.16,4,130,64,VFT/MA/05546
35680338,Living Malagueta,60900041,Alexandra,,Centro,36.71827,-4.41187,Entire home/apt,181,2,35,2020-02-29,0.57,1,135,0,VFT/MA/33862
35751421,Habitación Céntrica cerca de todo! Sin cocina!,23218823,Josiane,,Centro,36.72364,-4.43124,Private room,46,2,45,2024-06-22,0.75,3,355,19,VFT/MA/33898
35753614,iloftmalaga Malagueta Premium I#,80225433,I Loft Malaga,,Centro,36.71647,-4.41231,Entire home/apt,303,1,49,2024-06-14,0.82,194,191,15,VFT/MA/04753
35760036,El Montecillo city and beach 1B MalagaManagement,131877957,Clara,,Centro,36.727264404296875,-4.409262180328369,Entire home/apt,124,1,22,2024-06-19,0.36,10,297,14,A/MA/01335
35761761,El Montecillo city and beach 1A MalagaManagement,131877957,Clara,,Centro,36.72645,-4.40838,Entire home/apt,117,1,65,2024-06-01,1.07,10,251,39,A/MA/01335
35766094,Gran localización con encanto junto Plaza Teatro,26143918,Olga,,Centro,36.72507,-4.42263,Entire home/apt,160,3,36,2024-05-05,0.60,11,327,5,VFT/MA/31883
35820477,Apartamento Mariam,205499549,Holidu,,Carretera de Cadiz,36.6966661,-4.4422895,Entire home/apt,147,1,0,,,4,364,0,VFT/MA/31554
35821948,Tribuna - Atico Cervantes,2477923,Caleta Homes,,Centro,36.72441,-4.41853,Entire home/apt,230,1,25,2024-05-28,0.42,105,38,5,VFT/MA/19832
35857177,Apartamento MÁLAGA Centro Y Playa-Parking INCLUIDO,2376686,Nuria,,Cruz De Humilladero,36.71317,-4.43018,Entire home/apt,183,4,42,2024-02-10,0.70,2,301,6,VFT/MA/15685
35858082,Comfy/Cozy 2 bedroom  in  Centro Historico Malaga,28348074,Cobertizo Del Conde,,Centro,36.72561,-4.41589,Entire home/apt,81,1,56,2023-12-10,2.34,5,296,18,VFT/MA/59682
35860765,Charming apartment on the beach - Pool and parking,146586328,Alvaro,,Carretera de Cadiz,36.69402,-4.44264,Entire home/apt,290,2,149,2024-06-17,2.46,3,173,38,VFT/MA/14783
35868033,Habitación doble a 10 minutos de la playa,269784222,Blanca,,Carretera de Cadiz,36.69887,-4.45013,Private room,58,5,47,2023-09-10,0.78,3,33,7,VFT/MA/44777
35890543,Un lugar agradable para disfrutar Málaga,269727319,Maria,,Carretera de Cadiz,36.69488,-4.45261,Entire home/apt,93,3,47,2024-05-30,0.77,1,29,16,CTC-2019114131
35894424,SUNNY TERRACE - Near beach apartment,244492011,Sunset Málaga Apartments,,Este,36.72231674194336,-4.381882190704346,Entire home/apt,,4,7,2023-10-15,0.13,51,0,3,VFT/MA/37017
35895043,SEA VIEW WITH TERRACE,244492011,Sunset Málaga Apartments,,Este,36.722206115722656,-4.381594181060791,Entire home/apt,103,4,18,2024-06-09,0.32,51,145,5,CTC-2019107160
35896348,MALAGA BLUE SEA WITH TERRACE,244492011,Sunset Málaga Apartments,,Este,36.72108,-4.38226,Entire home/apt,,4,5,2024-01-07,0.14,51,0,1,VFT/MA/35955
35942899,JAPANESSE DUPLEX LOFT NEXT TO THE CITY CENTRE,21771371,Jessica,,Centro,36.72257,-4.42707,Entire home/apt,95,2,80,2024-06-17,1.31,2,44,40,CTC-2019101995
35966003,Apartamento 3 dormitorios a 10 minutos del Centro.,270538488,Jose Luis,,Centro,36.72539,-4.43021,Entire home/apt,75,4,3,2023-08-24,0.05,1,33,2,CTC-2018153432
35991562,Piso Málaga Ciudad para 6 personas,56934063,Raul,,Cruz De Humilladero,36.70972,-4.44076,Entire home/apt,,5,4,2023-08-31,0.07,1,0,3,VFT/MA/34284
36011487,Màlaga Centro Grande terrasse Calme et lumineux,127789359,Marta,,Centro,36.72235,-4.4308,Entire home/apt,130,5,80,2024-06-15,1.37,1,223,22,CTC-2018115762
36017660,1°LINEA PLAYA/BEACHFRONT ACCOMMODATION,66376156,Antonio,,Este,36.72064,-4.37286,Entire home/apt,147,2,52,2024-06-19,0.87,2,84,34,VFT/MA/17897
36047061,Habitación doble con terraza,271195899,Ana Y Victoria,,Cruz De Humilladero,36.71063,-4.43616,Private room,,2,40,2023-10-30,0.66,2,0,1,VFT/MA/34024
36055595,Habitación individual/doble,271195899,Ana Y Victoria,,Cruz De Humilladero,36.71271,-4.43692,Private room,,2,84,2024-03-13,1.38,2,0,4,VFT/MA/34024
36060112,Bonito apartamento  muy bien situado y acogedor.,271270361,María Jesús,,Centro,36.72063,-4.4308,Entire home/apt,,4,6,2022-08-07,0.10,1,0,0,CTC2019113827
36068521,BED&BEACH Malagueta II,64914179,Inés,,Centro,36.717319,-4.411286,Entire home/apt,93,2,111,2024-06-12,1.84,2,67,30,CTC-2019124119
36107489,Andalucía II & balcony by ELE Apartments,271605766,Pablo,,Cruz De Humilladero,36.71698,-4.44525,Entire home/apt,160,2,13,2023-10-29,0.22,1,312,1,VFT/MA/38275
36128398,Paradise by the sea,126122789,Adrian,,Este,36.72132,-4.37534,Entire home/apt,347,2,13,2023-09-27,0.27,4,46,2,CTC-2019118445
36137902,A 20 Pasos del Museo Picasso,228835060,Malaga Planners,,Centro,36.721748,-4.418972,Entire home/apt,126,1,12,2024-02-17,0.42,18,361,9,VFT/MA/10677
36141378,B IMPRESIONANTE CASA DE LUJO CON TERRAZA EN PLAYA,5490522,Fali,,Carretera de Cadiz,36.70336,-4.43643,Entire home/apt,403,4,60,2024-06-19,0.98,15,271,16,VTF/MA/34353
36167244,GR Suites Boutique Catedral C1,134824010,Emilio,,Centro,36.72167,-4.41934,Entire home/apt,144,2,75,2024-06-13,1.60,7,58,30,A/MA/01560
36168676,El Pintor Malagueta,111153560,Adela,,Centro,36.71751,-4.41061,Entire home/apt,144,6,38,2024-06-02,0.63,2,236,3,CTC-2019157660
36187856,Apt del Conde. Old Town. A/C + WIFI.,11723330,David,,Centro,36.72462,-4.41698,Entire home/apt,116,1,51,2024-06-20,0.85,1,115,27,VFT/MA34840
36193545,iloftmalaga Cisneros Ii,80225433,I Loft Malaga,,Centro,36.72153,-4.42319,Entire home/apt,176,1,38,2024-06-02,0.63,194,238,7,CTC-2019114944
36193548,iloftmalaga Cisneros I,80225433,I Loft Malaga,,Centro,36.72174,-4.4235,Entire home/apt,176,1,18,2024-06-01,0.30,194,259,8,CTC-2019114929
36193555,iloftmalaga Cisneros Iv,80225433,I Loft Malaga,,Centro,36.71952,-4.42461,Entire home/apt,157,1,11,2024-06-10,0.18,194,341,6,CTC-2019114941
36193562,iloftmalaga Cisneros Iii,80225433,I Loft Malaga,,Centro,36.72093,-4.42503,Entire home/apt,157,1,15,2024-02-25,0.25,194,337,3,CTC-2019114943
36226527,New Luxury apt with Great Views in the City Center,272461076,Aida Y Guido,,Centro,36.72442,-4.41677,Entire home/apt,155,4,113,2024-06-29,1.89,1,274,25,CTC-2019074481
36253807,Casa Oso,108887898,Alexandra,,Cruz De Humilladero,36.71204,-4.43967,Entire home/apt,81,3,14,2023-08-22,0.23,3,48,3,CTC-2019123255
36259489,"Cosy Apartment,City Centre.",10542049,Pelayo,,Centro,36.72454,-4.4205,Entire home/apt,117,5,14,2024-06-24,0.61,1,304,9,Exempt
36270618,Habitación para estudiante en piso compartido,31673943,Inés,,Bailen-Miraflores,36.72169969999999,-4.433845,Private room,20,30,0,,,2,179,0,Exempt
36294921,La Merced 2 RooMalaga by Bossh! Apartments,12266244,Bossh Hotels,,Centro,36.72323,-4.41583,Entire home/apt,152,2,100,2024-06-19,1.67,8,201,23,CTC-2019129968
36305798,Solaga - Hanna,126429738,Steffen,,Centro,36.72377,-4.42518,Entire home/apt,195,1,5,2023-08-01,0.14,64,295,2,VFT/MA/07518
36328168,WintowinRentals All  Comforts Málaga Center.,61977582,Salva Y Javi,,Palma-Palmilla,36.72905,-4.42609,Entire home/apt,79,1,7,2019-11-09,0.12,39,80,0,CTC-2019124146
36332386,Ático terraza con vistas 2hab AC,4884962,"Esther, Francisco & Sara",,Centro,36.72883,-4.4229,Entire home/apt,252,1,15,2023-07-06,0.25,17,39,1,VFT/MA/34785
36335851,iloftmalaga Plaza del Teatro I,80225433,I Loft Malaga,,Centro,36.7247,-4.42148,Entire home/apt,83,1,39,2024-05-10,0.65,194,151,5,CTC-2019048532
36353366,"Bonito, cómodo y acogedor piso en Málaga.",273380943,María Del Carmen,,Teatinos-Universidad,36.71077,-4.46303,Entire home/apt,128,2,15,2023-08-25,0.25,1,45,7,CTC-2019 127260
36379503,Homely Málaga Parras con terraza y parking privado,101418638,Margarita,,Centro,36.7257,-4.42152,Entire home/apt,,1,0,,,40,258,0,VFT/MA/05860
36400931,Confortable piso en el centro de Málaga,188660564,Miriam,,Centro,36.73021,-4.41728,Entire home/apt,87,5,6,2023-08-20,0.10,1,51,3,Exempt
36406452,iloftmalaga Atico Strachan Larios,80225433,I Loft Malaga,,Centro,36.72059,-4.42243,Entire home/apt,168,1,25,2024-04-28,0.41,194,154,1,VFT/MA/04750
36409984,"Casa 3 dormitorios a 10min del centro,bus y metro.",273755199,Rosa,,Teatinos-Universidad,36.72135,-4.45829,Entire home/apt,166,3,21,2023-09-24,0.35,1,115,10,CTC-2019125782
36433209,CT28 Relax by the beach (free parking and pool),25994544,Jose L,,Carretera de Cadiz,36.68708,-4.44868,Entire home/apt,104,4,63,2024-06-16,1.05,7,130,30,VFT/MA/31765
36439037,Agua II & seasonal pool by ELE Apartments,89812313,Ele,,Centro,36.72628,-4.41331,Entire home/apt,256,2,31,2024-04-21,0.53,75,244,5,VFT/MA/20543
36439646,iloftmalaga Alameda de Capuchinos I,80225433,I Loft Malaga,,Centro,36.72896,-4.42019,Entire home/apt,108,1,9,2024-02-22,0.15,194,236,3,VFT/MA/24967
36439649,iloftmalaga Alameda de Capuchinos Ii,80225433,I Loft Malaga,,Centro,36.73096,-4.41948,Entire home/apt,119,1,14,2023-08-02,0.24,194,290,1,VFT/MA/24965
36441105,iloftmalaga ático Pacifico 19 A,80225433,I Loft Malaga,,Carretera de Cadiz,36.69707,-4.43809,Entire home/apt,231,1,37,2024-05-29,0.61,194,283,6,CTC-2019114796
36494590,Valera - MálagadeVacaciones,3298879,Málaga De Vacaciones,,Este,36.72395,-4.37911,Entire home/apt,149,1,11,2024-05-12,0.18,39,130,6,MA/33831
36511498,Quiet One-bedroom Apartment by the Center,186862366,Josefa,,Centro,36.72722,-4.42869,Entire home/apt,500,5,6,2020-03-09,0.10,1,90,0,CTC-2019099474
36517921,Picasso-style apartment with parking CIF B10963544,127994689,Lider Pc,,Centro,36.72281,-4.41574,Entire home/apt,204,3,126,2024-06-02,2.09,4,135,26,CTC-2018007100
36542872,Wonderful apartment with terrace in the center,2103056,David,,Centro,36.72197,-4.42436,Entire home/apt,122,1,224,2024-06-30,3.70,37,338,49,VFT/MA/35623
