Date,Open,High,Low,Close,Adj Close,Volume
2023-07-28,316.880005,326.200012,314.250000,325.480011,324.812531,39220300
2023-07-31,323.690002,325.660004,317.589996,318.600006,317.946655,25799600
2023-08-01,317.540009,324.140015,314.660004,322.709991,322.048187,22817900
2023-08-02,318.000000,318.390015,310.649994,314.309998,313.665436,20461100
2023-08-03,309.929993,315.950012,309.929993,313.190002,312.547760,15180200
2023-08-04,314.959991,318.410004,310.200012,310.730011,310.092773,17600200
2023-08-07,313.230011,317.070007,310.459991,316.559998,315.910828,16236500
2023-08-08,314.399994,317.890015,310.109985,312.640015,311.998871,15183500
2023-08-09,312.880005,313.630005,302.850006,305.209991,304.584106,19955800
2023-08-10,307.940002,312.339996,303.869995,305.739990,305.113007,14358900
2023-08-11,302.570007,304.720001,300.359985,301.640015,301.021454,13967800
2023-08-14,300.980011,306.209991,298.250000,306.190002,305.562103,15641900
2023-08-15,306.140015,307.230011,300.029999,301.950012,301.330780,11623600
2023-08-16,300.200012,301.079987,294.279999,294.290009,293.686493,18547700
2023-08-17,293.049988,296.049988,284.950012,285.089996,284.505371,23950100
2023-08-18,279.029999,285.690002,274.380005,283.250000,282.669159,34061200
2023-08-21,283.450012,290.500000,281.850006,289.899994,289.305511,20181500
2023-08-22,292.549988,292.899994,286.750000,287.600006,287.010223,12999900
2023-08-23,288.500000,297.399994,287.670013,294.239990,293.636597,18287000
2023-08-24,298.500000,299.459991,286.640015,286.750000,286.161957,18360900
2023-08-25,286.130005,288.390015,276.029999,285.500000,284.914520,23701400
2023-08-28,288.000000,291.450012,285.799988,290.260010,289.664764,14239300
2023-08-29,288.579987,299.149994,288.179993,297.989990,297.378906,20844500
2023-08-30,297.170013,298.290009,293.429993,295.100006,294.494843,17717000
2023-08-31,295.799988,301.100006,295.660004,295.890015,295.283234,17229900
2023-09-01,299.369995,301.739990,294.470001,296.380005,295.772217,12819800
2023-09-05,297.019989,301.390015,295.510010,300.149994,299.534485,14956000
2023-09-06,301.709991,303.299988,295.660004,299.170013,298.556519,15418100
2023-09-07,298.000000,307.049988,292.220001,298.670013,298.057526,33748700
2023-09-08,299.220001,305.250000,296.779999,297.890015,297.279114,17548000
2023-09-11,301.410004,309.040009,301.279999,307.559998,306.929260,19489300
2023-09-12,306.329987,308.660004,300.230011,301.660004,301.041382,13480400
2023-09-13,302.359985,307.179993,301.320007,305.059998,304.434387,13210900
2023-09-14,306.739990,312.869995,305.029999,311.720001,311.080750,19343100
2023-09-15,311.609985,312.000000,298.750000,300.309998,299.694153,28106400
2023-09-18,298.190002,303.600006,297.799988,302.549988,301.929535,14234200
2023-09-19,302.480011,306.170013,299.809998,305.070007,304.444397,15924400
2023-09-20,305.049988,308.059998,299.429993,299.670013,299.055450,19379500
2023-09-21,295.700012,300.260010,293.269989,295.730011,295.123535,21300500
2023-09-22,299.299988,305.380005,298.269989,299.079987,298.466675,25369600
2023-09-25,295.640015,300.950012,293.700012,300.829987,300.213074,18987000
2023-09-26,297.660004,300.299988,296.010010,298.959991,298.346924,19417200
2023-09-27,300.450012,301.299988,286.790009,297.739990,297.129395,36429800
2023-09-28,298.940002,306.329987,296.700012,303.959991,303.336639,22167100
2023-09-29,307.380005,310.640015,299.359985,300.209991,299.594360,25356600
2023-10-02,302.739990,307.179993,301.630005,306.820007,306.190796,16265600
2023-10-03,304.260010,306.769989,299.640015,300.940002,300.322845,17362300
2023-10-04,298.730011,306.899994,298.500000,305.579987,304.953339,16880500
2023-10-05,304.630005,306.209991,299.500000,304.790009,304.164978,19130000
2023-10-06,301.440002,316.309998,300.910004,315.429993,314.783142,21784000
2023-10-09,312.500000,320.329987,311.820007,318.359985,317.707123,22503700
2023-10-10,319.119995,324.660004,318.160004,321.839996,321.179993,19038000
